2023-07-14;01:20:27.986;[0] PING;01:20:28.142;[0/0] PONG (1)
2023-07-14;01:20:30.196;[1] PING;01:20:30.429;[3/1] PONG (1)
2023-07-14;01:20:31.141;[2] PING;01:20:32.152;(таймаут)
2023-07-14;;;01:20:34.387;[6] keepalive
2023-07-14;01:20:35.054;[4] PING;01:20:35.365;[9/3] PONG (1)
2023-07-14;01:20:38.188;[5] PING;01:20:38.188;[10/4] PONG (1)[12] keepalive
2023-07-14;01:20:39.613;[6] PING;01:20:39.613;[15/5] PONG (1)
2023-07-14;01:20:40.105;[7] PING;01:20:40.291;[17/6] PONG (1)
2023-07-14;01:20:40.883;[8] PING;01:20:40.883;[18/7] PONG (1)
2023-07-14;01:20:42.237;[9] PING;01:20:42.237;[19/8] PONG (1)
2023-07-14;;;01:20:42.921;[21] keepalive
2023-07-14;01:20:43.385;[11] PING;01:20:43.385;[23/9] PONG (1)[25/10] PONG (1)
2023-07-14;01:20:45.300;[12] PING;01:20:45.300;[26/11] PONG (1)
2023-07-14;01:20:47.037;[13] PING;01:20:47.037;[28/12] PONG (1)
2023-07-14;01:20:48.481;[14] PING;01:20:48.481;[30/13] PONG (1)[31] keepalive
2023-07-14;01:20:49.998;[15] PING;01:20:49.998;[35/14] PONG (1)
2023-07-14;01:20:50.962;[16] PING;01:20:50.962;[36/15] PONG (1)
2023-07-14;01:20:52.747;[17] PING;01:20:52.747;[37/16] PONG (1)[38] keepalive
2023-07-14;01:20:53.771;[18] PING;01:20:53.771;[40/17] PONG (1)
2023-07-14;01:20:56.359;[19] PING;01:20:56.359;[42/18] PONG (1)
2023-07-14;01:20:56.688;[20] PING;01:20:57.217;[45/19] PONG (1)
2023-07-14;;;01:20:57.700;[46] keepalive
2023-07-14;01:21:00.201;[22] PING;01:21:00.201;[48/20] PONG (1)[50/21] PONG (1)
2023-07-14;01:21:01.136;[23] PING;01:21:01.136;[52/22] PONG (1)
2023-07-14;01:21:03.982;[24] PING;01:21:03.982;[54/23] PONG (1)[55] keepalive
2023-07-14;01:21:04.386;[25] PING;01:21:04.774;[58/24] PONG (1)
2023-07-14;01:21:06.817;[26] PING;01:21:06.817;[59/25] PONG (1)
2023-07-14;01:21:08.952;[27] PING;01:21:08.952;[61/26] PONG (1)[62] keepalive
2023-07-14;01:21:09.963;[28] PING;01:21:09.963;[65/27] PONG (1)
2023-07-14;01:21:10.943;[29] PING;01:21:10.943;[66/28] PONG (1)
2023-07-14;01:21:13.156;[30] PING;01:21:13.156;[68/29] PONG (1)[69] keepalive
2023-07-14;01:21:14.840;[31] PING;01:21:14.840;[71/30] PONG (1)
2023-07-14;01:21:16.241;[32] PING;01:21:16.241;[73/31] PONG (1)
2023-07-14;01:21:18.605;[33] PING;01:21:18.605;[75/32] PONG (1)[76] keepalive
2023-07-14;01:21:19.618;[34] PING;01:21:19.618;[79/33] PONG (1)
2023-07-14;01:21:20.902;[35] PING;01:21:20.902;[81/34] PONG (1)
2023-07-14;01:21:23.783;[36] PING;01:21:23.783;[82/35] PONG (1)[84] keepalive
2023-07-14;01:21:26.626;[37] PING;01:21:26.626;[87/36] PONG (1)
2023-07-14;01:21:28.109;[38] PING;01:21:28.109;[89/37] PONG (1)[90] keepalive
2023-07-14;01:21:29.760;[39] PING;01:21:29.760;[93/38] PONG (1)
2023-07-14;01:21:32.720;[40] PING;01:21:32.720;[94/39] PONG (1)[96] keepalive
2023-07-14;01:21:34.308;[41] PING;01:21:34.805;[100/41] PONG (1)
2023-07-14;01:21:35.453;[42] PING;01:21:35.642;[102/42] PONG (1)
2023-07-14;;;01:21:37.638;[105] keepalive
2023-07-14;01:21:40.132;[44] PING;01:21:40.132;[108/43] PONG (1)
2023-07-14;01:21:42.070;[45] PING;01:21:42.070;[110/44] PONG (1)
2023-07-14;01:21:44.945;[46] PING;01:21:44.945;[113] keepalive[115/45] PONG (1)
2023-07-14;01:21:45.382;[47] PING;01:21:45.914;[119/46] PONG (1)
2023-07-14;01:21:48.357;[48] PING;01:21:48.357;[121/47] PONG (1)[123] keepalive
2023-07-14;01:21:49.358;[49] PING;01:21:49.358;[125/48] PONG (1)
2023-07-14;01:21:52.178;[50] PING;01:21:52.178;[127/49] PONG (1)
2023-07-14;01:21:52.984;[51] PING;01:21:52.984;[129] keepalive[131/50] PONG (1)
2023-07-14;01:21:55.068;[52] PING;01:21:55.068;[132/51] PONG (1)
2023-07-14;01:21:57.919;[53] PING;01:21:57.919;[134/52] PONG (1)[137] keepalive
2023-07-14;01:21:58.667;[54] PING;01:21:58.667;[139/53] PONG (1)
2023-07-14;01:22:01.359;[55] PING;01:22:01.359;[141/54] PONG (1)
2023-07-14;01:22:03.898;[56] PING;01:22:03.898;[143/55] PONG (1)[145] keepalive
2023-07-14;01:22:06.006;[57] PING;01:22:06.006;[147/56] PONG (1)
2023-07-14;;;01:22:08.915;[152] keepalive
2023-07-14;01:22:11.182;[59] PING;01:22:11.182;[155/58] PONG (1)
2023-07-14;01:22:12.509;[60] PING;01:22:12.509;[157/59] PONG (1)
2023-07-14;01:22:14.751;[61] PING;01:22:14.751;[158] keepalive[161/60] PONG (1)
2023-07-14;01:22:16.678;[62] PING;01:22:16.678;[164/61] PONG (1)
2023-07-14;01:22:19.258;[63] PING;01:22:19.258;[166/62] PONG (1)[167] keepalive
2023-07-14;01:22:20.598;[64] PING;01:22:21.405;[172/64] PONG (1)
2023-07-14;;;01:22:23.142;[173] keepalive
2023-07-14;01:22:25.397;[66] PING;01:22:25.909;[177/66] PONG (1)
2023-07-14;;;01:22:27.744;[179] keepalive
2023-07-14;01:22:28.387;[68] PING;01:22:28.387;[181/67] PONG (1)
2023-07-14;01:22:30.232;[69] PING;01:22:30.232;[182/68] PONG (1)
2023-07-14;01:22:31.086;[70] PING;01:22:31.086;[184/69] PONG (1)
2023-07-14;01:22:33.670;[71] PING;01:22:33.670;[186/70] PONG (1)[187] keepalive
2023-07-14;01:22:35.585;[72] PING;01:22:35.585;[190/71] PONG (1)
2023-07-14;01:22:36.508;[73] PING;01:22:36.508;[192/72] PONG (1)
2023-07-14;01:22:38.854;[74] PING;01:22:38.854;[194/73] PONG (1)[196] keepalive
2023-07-14;01:22:40.187;[75] PING;01:22:40.187;[198/74] PONG (1)
2023-07-14;;;01:22:42.767;[202] keepalive
2023-07-14;01:22:43.760;[77] PING;01:22:43.760;[204/76] PONG (1)
2023-07-14;01:22:45.238;[78] PING;01:22:45.238;[205/77] PONG (1)
2023-07-14;01:22:47.941;[79] PING;01:22:47.941;[207/78] PONG (1)[209] keepalive
2023-07-14;01:22:49.747;[80] PING;01:22:49.747;[211/79] PONG (1)
2023-07-14;01:22:51.199;[81] PING;01:22:51.199;[214/80] PONG (1)
2023-07-14;;;01:22:52.785;[217] keepalive
2023-07-14;01:22:54.657;[83] PING;01:22:54.657;[219/82] PONG (1)
2023-07-14;01:22:55.140;[84] PING;01:22:55.171;[221/83] PONG (1)
2023-07-14;01:22:56.598;[85] PING;01:22:56.598;[222/84] PONG (1)
2023-07-14;01:22:58.930;[86] PING;01:22:58.931;[224/85] PONG (1)[225] keepalive
2023-07-14;01:22:59.990;[87] PING;01:22:59.990;[228/86] PONG (1)
2023-07-14;01:23:02.939;[88] PING;01:23:02.939;[230/87] PONG (1)[233] keepalive
2023-07-14;01:23:05.009;[89] PING;01:23:05.974;[238/89] PONG (1)
