2023-07-14;01:20:27.987;[0] PING;01:20:28.142;[0/0] PONG (1)
2023-07-14;01:20:27.987;[0] PING;01:20:28.143;[1/0] PONG (2)
2023-07-14;01:20:29.572;[1] PING;01:20:30.181;[2/1] PONG (2)
2023-07-14;01:20:30.196;[1] PING;01:20:30.429;[3/1] PONG (1)
2023-07-14;01:20:31.141;[2] PING;(проигнорировано)
2023-07-14;01:20:31.637;[2] PING;01:20:32.387;[5/2] PONG (2)
2023-07-14;;;01:20:32.495;[6] keepalive
2023-07-14;;;01:20:32.495;[7] keepalive
2023-07-14;01:20:34.355;[3] PING;01:20:35.008;[8/3] PONG (2)
2023-07-14;01:20:34.387;[3] PING;01:20:35.365;[9/3] PONG (1)
2023-07-14;01:20:35.365;[4] PING;01:20:35.692;[10/4] PONG (1)
2023-07-14;01:20:36.517;[4] PING;01:20:36.938;[11/4] PONG (2)
2023-07-14;;;01:20:37.501;[12] keepalive
2023-07-14;;;01:20:37.501;[13] keepalive
2023-07-14;01:20:37.000;[5] PING;01:20:37.892;[14/5] PONG (2)
2023-07-14;01:20:38.188;[5] PING;01:20:38.526;[15/5] PONG (1)
2023-07-14;01:20:39.645;[6] PING;01:20:39.921;[16/6] PONG (2)
2023-07-14;01:20:39.613;[6] PING;01:20:40.291;[17/6] PONG (1)
2023-07-14;01:20:40.291;[7] PING;01:20:40.400;[18/7] PONG (1)
2023-07-14;01:20:40.883;[8] PING;01:20:41.253;[19/8] PONG (1)
2023-07-14;01:20:40.743;[7] PING;01:20:41.477;[20/7] PONG (2)
2023-07-14;;;01:20:42.516;[21] keepalive
2023-07-14;;;01:20:42.516;[22] keepalive
2023-07-14;01:20:42.237;[9] PING;01:20:42.983;[23/9] PONG (1)
2023-07-14;01:20:42.625;[8] PING;01:20:43.091;[24/8] PONG (2)
2023-07-14;01:20:42.983;[10] PING;01:20:43.169;[25/10] PONG (1)
2023-07-14;01:20:43.385;[11] PING;01:20:43.651;[26/11] PONG (1)
2023-07-14;01:20:43.931;[9] PING;01:20:44.542;[27/9] PONG (2)
2023-07-14;01:20:45.300;[12] PING;01:20:45.720;[28/12] PONG (1)
2023-07-14;01:20:46.373;[10] PING;01:20:47.021;[29/10] PONG (2)
2023-07-14;01:20:47.037;[13] PING;01:20:47.409;[30/13] PONG (1)
2023-07-14;;;01:20:47.533;[31] keepalive
2023-07-14;;;01:20:47.533;[32] keepalive
2023-07-14;01:20:48.824;[11] PING;(проигнорировано)
2023-07-14;01:20:49.199;[12] PING;(проигнорировано)
2023-07-14;01:20:48.481;[14] PING;01:20:49.246;[35/14] PONG (1)
2023-07-14;01:20:49.998;[15] PING;01:20:50.962;[36/15] PONG (1)
2023-07-14;01:20:50.962;[16] PING;01:20:51.444;[37/16] PONG (1)
2023-07-14;;;01:20:52.546;[38] keepalive
2023-07-14;;;01:20:52.546;[39] keepalive
2023-07-14;01:20:52.747;[17] PING;01:20:53.195;[40/17] PONG (1)
2023-07-14;01:20:52.979;[13] PING;01:20:53.585;[41/13] PONG (2)
2023-07-14;01:20:53.771;[18] PING;01:20:54.189;[42/18] PONG (1)
2023-07-14;01:20:55.118;[14] PING;01:20:55.510;[43/14] PONG (2)
2023-07-14;01:20:55.556;[15] PING;01:20:55.854;[44/15] PONG (2)
2023-07-14;01:20:56.359;[19] PING;01:20:57.217;[45/19] PONG (1)
2023-07-14;;;01:20:57.560;[46] keepalive
2023-07-14;;;01:20:57.561;[47] keepalive
2023-07-14;01:20:57.217;[20] PING;01:20:57.888;[48/20] PONG (1)
2023-07-14;01:20:57.793;[16] PING;01:20:58.496;[49/16] PONG (2)
2023-07-14;01:20:57.888;[21] PING;01:20:58.543;[50/21] PONG (1)
2023-07-14;01:20:59.025;[17] PING;01:20:59.179;[51/17] PONG (2)
2023-07-14;01:21:00.201;[22] PING;01:21:00.838;[52/22] PONG (1)
2023-07-14;01:21:00.869;[18] PING;01:21:01.370;[53/18] PONG (2)
2023-07-14;01:21:01.136;[23] PING;01:21:02.113;[54/23] PONG (1)
2023-07-14;;;01:21:02.580;[55] keepalive
2023-07-14;;;01:21:02.580;[56] keepalive
2023-07-14;01:21:03.824;[19] PING;01:21:04.463;[57/19] PONG (2)
2023-07-14;01:21:03.982;[24] PING;01:21:04.774;[58/24] PONG (1)
2023-07-14;01:21:04.775;[25] PING;01:21:05.631;[59/25] PONG (1)
2023-07-14;01:21:05.958;[20] PING;(проигнорировано)
2023-07-14;01:21:06.817;[26] PING;01:21:07.393;[61/26] PONG (1)
2023-07-14;;;01:21:07.594;[62] keepalive
2023-07-14;;;01:21:07.595;[63] keepalive
2023-07-14;01:21:08.626;[21] PING;01:21:09.543;[64/21] PONG (2)
2023-07-14;01:21:08.952;[27] PING;01:21:09.931;[65/27] PONG (1)
2023-07-14;01:21:09.963;[28] PING;01:21:10.462;[66/28] PONG (1)
2023-07-14;01:21:10.787;[22] PING;01:21:11.288;[67/22] PONG (2)
2023-07-14;01:21:10.943;[29] PING;01:21:11.735;[68/29] PONG (1)
2023-07-14;;;01:21:12.596;[69] keepalive
2023-07-14;;;01:21:12.596;[70] keepalive
2023-07-14;01:21:13.156;[30] PING;01:21:13.280;[71/30] PONG (1)
2023-07-14;01:21:13.358;[23] PING;(проигнорировано)
2023-07-14;01:21:14.840;[31] PING;01:21:15.414;[73/31] PONG (1)
2023-07-14;01:21:14.698;[24] PING;01:21:15.587;[74/24] PONG (2)
2023-07-14;01:21:16.241;[32] PING;01:21:17.203;[75/32] PONG (1)
2023-07-14;;;01:21:17.595;[76] keepalive
2023-07-14;;;01:21:17.596;[77] keepalive
2023-07-14;01:21:17.358;[25] PING;01:21:17.981;[78/25] PONG (2)
2023-07-14;01:21:18.605;[33] PING;01:21:18.869;[79/33] PONG (1)
2023-07-14;01:21:19.463;[26] PING;01:21:20.313;[80/26] PONG (2)
2023-07-14;01:21:19.618;[34] PING;01:21:20.498;[81/34] PONG (1)
2023-07-14;01:21:20.902;[35] PING;01:21:21.728;[82/35] PONG (1)
2023-07-14;01:21:22.134;[27] PING;01:21:22.538;[83/27] PONG (2)
2023-07-14;;;01:21:22.586;[84] keepalive
2023-07-14;;;01:21:22.586;[85] keepalive
2023-07-14;01:21:23.534;[28] PING;01:21:24.482;[86/28] PONG (2)
2023-07-14;01:21:23.783;[36] PING;01:21:24.574;[87/36] PONG (1)
2023-07-14;01:21:25.944;[29] PING;01:21:26.162;[88/29] PONG (2)
2023-07-14;01:21:26.626;[37] PING;01:21:27.581;[89/37] PONG (1)
2023-07-14;;;01:21:27.612;[90] keepalive
2023-07-14;;;01:21:27.614;[91] keepalive
2023-07-14;01:21:27.582;[30] PING;01:21:28.264;[92/30] PONG (2)
2023-07-14;01:21:28.109;[38] PING;01:21:28.797;[93/38] PONG (1)
2023-07-14;01:21:29.760;[39] PING;01:21:30.119;[94/39] PONG (1)
2023-07-14;01:21:30.367;[31] PING;(проигнорировано)
2023-07-14;;;01:21:32.627;[96] keepalive
2023-07-14;;;01:21:32.627;[97] keepalive
