2023-07-14;01:20:27.986;[0] PING;01:20:28.143;[1/0] PONG (2)
2023-07-14;01:20:29.572;[1] PING;01:20:30.181;[2/1] PONG (2)
2023-07-14;01:20:31.637;[2] PING;01:20:32.387;[5/2] PONG (2)
2023-07-14;;;01:20:34.355;[7] keepalive
2023-07-14;01:20:36.517;[4] PING;01:20:36.517;[8/3] PONG (2)
2023-07-14;01:20:37.000;[5] PING;01:20:37.000;[11/4] PONG (2)
2023-07-14;01:20:39.645;[6] PING;01:20:39.645;[13] keepalive[14/5] PONG (2)
2023-07-14;01:20:40.743;[7] PING;01:20:40.743;[16/6] PONG (2)
2023-07-14;01:20:42.625;[8] PING;01:20:42.625;[20/7] PONG (2)[22] keepalive
2023-07-14;01:20:43.931;[9] PING;01:20:43.931;[24/8] PONG (2)
2023-07-14;01:20:46.373;[10] PING;01:20:46.373;[27/9] PONG (2)
2023-07-14;01:20:48.824;[11] PING;01:20:48.824;[29/10] PONG (2)[32] keepalive
2023-07-14;01:20:49.199;[12] PING;01:20:50.200;(таймаут)
2023-07-14;;;01:20:52.979;[39] keepalive
2023-07-14;01:20:55.118;[14] PING;01:20:55.118;[41/13] PONG (2)
2023-07-14;01:20:55.556;[15] PING;01:20:55.556;[43/14] PONG (2)
2023-07-14;01:20:57.793;[16] PING;01:20:57.793;[44/15] PONG (2)[47] keepalive
2023-07-14;01:20:59.025;[17] PING;01:20:59.025;[49/16] PONG (2)
2023-07-14;01:21:00.869;[18] PING;01:21:00.869;[51/17] PONG (2)
2023-07-14;01:21:03.824;[19] PING;01:21:03.824;[53/18] PONG (2)[56] keepalive
2023-07-14;01:21:05.958;[20] PING;01:21:05.958;[57/19] PONG (2)
2023-07-14;;;01:21:08.626;[63] keepalive
2023-07-14;01:21:10.787;[22] PING;01:21:10.787;[64/21] PONG (2)
2023-07-14;01:21:13.358;[23] PING;01:21:13.358;[67/22] PONG (2)[70] keepalive
2023-07-14;01:21:14.698;[24] PING;01:21:15.587;[74/24] PONG (2)
2023-07-14;;;01:21:17.596;[77] keepalive
2023-07-14;01:21:19.463;[26] PING;01:21:19.463;[78/25] PONG (2)
2023-07-14;01:21:22.134;[27] PING;01:21:22.134;[80/26] PONG (2)
2023-07-14;01:21:23.534;[28] PING;01:21:23.534;[83/27] PONG (2)[85] keepalive
2023-07-14;01:21:25.944;[29] PING;01:21:25.944;[86/28] PONG (2)
2023-07-14;01:21:27.581;[30] PING;01:21:27.581;[88/29] PONG (2)
2023-07-14;01:21:30.367;[31] PING;01:21:30.367;[91] keepalive[92/30] PONG (2)
2023-07-14;;;01:21:32.628;[97] keepalive
2023-07-14;01:21:34.308;[33] PING;01:21:34.308;[99/32] PONG (2)
2023-07-14;01:21:34.713;[34] PING;01:21:34.806;[101/33] PONG (2)
2023-07-14;01:21:35.785;[35] PING;01:21:35.785;[103/34] PONG (2)
2023-07-14;01:21:38.028;[36] PING;01:21:38.028;[104/35] PONG (2)[106] keepalive
2023-07-14;01:21:39.168;[37] PING;01:21:39.168;[107/36] PONG (2)
2023-07-14;01:21:39.744;[38] PING;01:21:40.133;[109/37] PONG (2)
2023-07-14;01:21:40.708;[39] PING;01:21:41.048;[111/38] PONG (2)
2023-07-14;01:21:42.462;[40] PING;01:21:42.462;[112/39] PONG (2)
2023-07-14;01:21:44.419;[41] PING;01:21:44.419;[114] keepalive[116/40] PONG (2)
2023-07-14;01:21:45.055;[42] PING;01:21:45.180;[117/41] PONG (2)
2023-07-14;01:21:45.977;[43] PING;01:21:45.977;[118/42] PONG (2)
2023-07-14;01:21:46.396;[44] PING;01:21:46.626;[120/43] PONG (2)
